Simulation,Transitions
101,"{'M_and_U_to_M_and_M': 66, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 32, 'A_and_M_to_A_and_A': 14, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 25}"
102,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 43, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 28}"
103,"{'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 38, 'M_and_U_to_M_and_M': 15, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 54, 'A_and_M_to_A_and_A': 35, 'U_and_A_to_U_and_U': 8}"
104,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 32, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 40, 'M_and_A_to_M_and_M': 23, 'U_and_A_to_U_and_U': 40}"
105,"{'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 44, 'M_and_U_to_M_and_M': 34, 'U_and_A_to_U_and_U': 52, 'M_and_A_to_M_and_M': 27, 'A_and_M_to_A_and_A': 10, 'A_and_U_to_A_and_A': 35}"
106,"{'Polymerase_M_to_A': 50, 'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 10, 'M_and_A_to_M_and_M': 55, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 22, 'A_and_U_to_A_and_A': 24}"
107,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 33, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 28}"
108,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 59, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 10, 'U_and_A_to_U_and_U': 5}"
109,"{'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 54, 'U_and_M_to_U_and_U': 16, 'M_and_A_to_M_and_M': 67, 'A_and_M_to_A_and_A': 30, 'U_and_A_to_U_and_U': 29, 'A_and_U_to_A_and_A': 28}"
110,"{'M_and_U_to_M_and_M': 48, 'U_and_M_to_U_and_U': 43, 'Polymerase_M_to_A': 29, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 42, 'A_and_U_to_A_and_A': 24, 'M_and_A_to_M_and_M': 20}"
111,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 50, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 67, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 17}"
112,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 17, 'M_and_A_to_M_and_M': 54}"
113,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 36, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 27, 'A_and_M_to_A_and_A': 18}"
114,"{'U_and_M_to_U_and_U': 49, 'M_and_U_to_M_and_M': 55, 'Polymerase_M_to_A': 24, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 10, 'U_and_A_to_U_and_U': 50, 'M_and_A_to_M_and_M': 8}"
115,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 52, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 16, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 38, 'A_and_M_to_A_and_A': 7}"
116,"{'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 45, 'U_and_M_to_U_and_U': 28, 'M_and_A_to_M_and_M': 46, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 32}"
117,"{'U_and_M_to_U_and_U': 9, 'Polymerase_M_to_A': 38, 'M_and_U_to_M_and_M': 10, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 1, 'M_and_A_to_M_and_M': 58, 'A_and_U_to_A_and_A': 14}"
118,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 27, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 40}"
119,"{'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 62, 'A_and_U_to_A_and_A': 10, 'U_and_A_to_U_and_U': 2}"
120,"{'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 44, 'U_and_M_to_U_and_U': 12, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 54, 'U_and_A_to_U_and_U': 17, 'A_and_U_to_A_and_A': 20}"
121,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 30, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 40, 'M_and_A_to_M_and_M': 19}"
122,"{'Polymerase_M_to_A': 40, 'U_and_M_to_U_and_U': 29, 'U_and_A_to_U_and_U': 38, 'M_and_U_to_M_and_M': 46, 'A_and_U_to_A_and_A': 33, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 43}"
123,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 29, 'A_and_U_to_A_and_A': 38, 'U_and_A_to_U_and_U': 41}"
124,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 40, 'M_and_A_to_M_and_M': 28}"
125,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 51, 'A_and_U_to_A_and_A': 12, 'A_and_M_to_A_and_A': 34, 'M_and_A_to_M_and_M': 67, 'U_and_A_to_U_and_U': 3}"
126,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 55, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 12, 'U_and_A_to_U_and_U': 4}"
127,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 44, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 14, 'A_and_U_to_A_and_A': 16}"
128,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 49, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 33, 'M_and_A_to_M_and_M': 37, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 13}"
129,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 33, 'U_and_A_to_U_and_U': 47, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 22, 'A_and_U_to_A_and_A': 34}"
130,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 30, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 40, 'M_and_A_to_M_and_M': 20, 'A_and_U_to_A_and_A': 21}"
131,"{'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 30, 'M_and_A_to_M_and_M': 19, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 31}"
132,"{'M_and_U_to_M_and_M': 15, 'Polymerase_M_to_A': 43, 'U_and_M_to_U_and_U': 7, 'A_and_U_to_A_and_A': 11, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 62, 'U_and_A_to_U_and_U': 4}"
133,"{'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 39, 'M_and_U_to_M_and_M': 39, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 17, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 65}"
134,"{'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 57, 'U_and_M_to_U_and_U': 12, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 25}"
135,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 44, 'U_and_A_to_U_and_U': 22, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 37, 'A_and_M_to_A_and_A': 16}"
136,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 15, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 53, 'A_and_U_to_A_and_A': 36}"
137,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 25, 'M_and_A_to_M_and_M': 21, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 39}"
138,"{'M_and_U_to_M_and_M': 52, 'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 28, 'U_and_A_to_U_and_U': 48, 'A_and_M_to_A_and_A': 9, 'M_and_A_to_M_and_M': 7, 'A_and_U_to_A_and_A': 26}"
139,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 38, 'M_and_A_to_M_and_M': 33, 'U_and_A_to_U_and_U': 48}"
140,"{'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 24, 'M_and_A_to_M_and_M': 32, 'U_and_M_to_U_and_U': 33, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 35}"
141,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 23, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 15, 'U_and_A_to_U_and_U': 37}"
142,"{'M_and_U_to_M_and_M': 55, 'U_and_M_to_U_and_U': 52, 'Polymerase_M_to_A': 20, 'A_and_U_to_A_and_A': 22, 'A_and_M_to_A_and_A': 6, 'M_and_A_to_M_and_M': 8, 'U_and_A_to_U_and_U': 33}"
143,"{'Polymerase_M_to_A': 42, 'U_and_M_to_U_and_U': 54, 'M_and_U_to_M_and_M': 43, 'M_and_A_to_M_and_M': 46, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 35}"
144,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 29, 'A_and_U_to_A_and_A': 40, 'U_and_A_to_U_and_U': 47, 'M_and_A_to_M_and_M': 17, 'A_and_M_to_A_and_A': 10}"
145,"{'M_and_U_to_M_and_M': 46, 'U_and_M_to_U_and_U': 42, 'Polymerase_M_to_A': 28, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 46, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 12}"
146,"{'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 39, 'U_and_M_to_U_and_U': 23, 'U_and_A_to_U_and_U': 13, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 51, 'A_and_U_to_A_and_A': 16}"
147,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 20, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 7, 'A_and_U_to_A_and_A': 37}"
148,"{'M_and_U_to_M_and_M': 58, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 53, 'U_and_A_to_U_and_U': 28, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 45, 'A_and_U_to_A_and_A': 13}"
149,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 35, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 22}"
150,"{'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 50, 'A_and_M_to_A_and_A': 23, 'U_and_M_to_U_and_U': 17, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 45, 'U_and_A_to_U_and_U': 28}"
151,"{'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 32, 'U_and_M_to_U_and_U': 24, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 43}"
152,"{'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 63, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 23, 'M_and_U_to_M_and_M': 33, 'M_and_A_to_M_and_M': 61, 'A_and_M_to_A_and_A': 20}"
153,"{'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 52, 'A_and_U_to_A_and_A': 25, 'U_and_M_to_U_and_U': 15, 'U_and_A_to_U_and_U': 28, 'A_and_M_to_A_and_A': 24}"
154,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 39, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 45, 'U_and_A_to_U_and_U': 26, 'A_and_U_to_A_and_A': 22}"
155,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 33, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 42, 'U_and_A_to_U_and_U': 39}"
156,"{'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 37, 'M_and_A_to_M_and_M': 59, 'U_and_A_to_U_and_U': 21, 'A_and_U_to_A_and_A': 20}"
157,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 50, 'A_and_U_to_A_and_A': 9, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 61, 'U_and_A_to_U_and_U': 1}"
158,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 49, 'U_and_A_to_U_and_U': 24}"
159,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 17, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 30}"
160,"{'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 48, 'M_and_U_to_M_and_M': 35, 'U_and_A_to_U_and_U': 25, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 51}"
161,"{'M_and_U_to_M_and_M': 50, 'Polymerase_M_to_A': 31, 'U_and_M_to_U_and_U': 37, 'A_and_U_to_A_and_A': 34, 'A_and_M_to_A_and_A': 18, 'U_and_A_to_U_and_U': 52, 'M_and_A_to_M_and_M': 25}"
162,"{'Polymerase_M_to_A': 47, 'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 12, 'M_and_A_to_M_and_M': 53, 'A_and_U_to_A_and_A': 15, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 11}"
163,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 11, 'M_and_A_to_M_and_M': 20, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 48}"
164,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 12, 'M_and_A_to_M_and_M': 43, 'U_and_A_to_U_and_U': 21}"
165,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 18, 'A_and_U_to_A_and_A': 39, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 17, 'U_and_A_to_U_and_U': 48}"
166,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 21, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 31}"
167,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 62, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 12}"
168,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 16, 'A_and_M_to_A_and_A': 9, 'M_and_A_to_M_and_M': 3, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 44}"
169,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 55, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 17, 'A_and_M_to_A_and_A': 19}"
170,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 34, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 48, 'M_and_A_to_M_and_M': 18}"
171,"{'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 44, 'A_and_M_to_A_and_A': 15, 'M_and_U_to_M_and_M': 44, 'M_and_A_to_M_and_M': 49, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 25}"
172,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 65, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 12, 'M_and_A_to_M_and_M': 76, 'U_and_A_to_U_and_U': 5}"
173,"{'U_and_M_to_U_and_U': 6, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 46, 'U_and_A_to_U_and_U': 3, 'A_and_M_to_A_and_A': 37, 'M_and_A_to_M_and_M': 64, 'A_and_U_to_A_and_A': 2}"
174,"{'U_and_M_to_U_and_U': 51, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 30, 'M_and_A_to_M_and_M': 11, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 5, 'A_and_U_to_A_and_A': 25}"
175,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 53, 'Polymerase_M_to_A': 49, 'U_and_A_to_U_and_U': 31, 'M_and_A_to_M_and_M': 41, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 32}"
176,"{'Polymerase_M_to_A': 49, 'M_and_U_to_M_and_M': 17, 'U_and_M_to_U_and_U': 5, 'U_and_A_to_U_and_U': 6, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 9, 'M_and_A_to_M_and_M': 63}"
177,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 24, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 63}"
178,"{'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 7, 'Polymerase_M_to_A': 62, 'M_and_A_to_M_and_M': 75, 'A_and_M_to_A_and_A': 42, 'A_and_U_to_A_and_A': 1}"
179,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 7, 'Polymerase_M_to_A': 55, 'A_and_U_to_A_and_A': 4, 'A_and_M_to_A_and_A': 36, 'M_and_A_to_M_and_M': 74}"
180,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 30, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 48, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 21}"
181,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 31, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 18, 'M_and_A_to_M_and_M': 51}"
182,"{'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 55, 'A_and_M_to_A_and_A': 29, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 13}"
183,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 33, 'M_and_A_to_M_and_M': 62, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 11}"
184,"{'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 33, 'M_and_U_to_M_and_M': 28, 'M_and_A_to_M_and_M': 44, 'U_and_A_to_U_and_U': 16, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 22}"
185,"{'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 24, 'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 38, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 30, 'U_and_A_to_U_and_U': 43}"
186,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 27, 'M_and_A_to_M_and_M': 30, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 40, 'U_and_A_to_U_and_U': 39}"
187,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 46, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 18}"
188,"{'U_and_M_to_U_and_U': 38, 'Polymerase_M_to_A': 38, 'M_and_U_to_M_and_M': 48, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 52, 'A_and_U_to_A_and_A': 33, 'M_and_A_to_M_and_M': 19}"
189,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 16}"
190,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 27, 'U_and_A_to_U_and_U': 48, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 11, 'A_and_M_to_A_and_A': 12}"
191,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 29, 'U_and_A_to_U_and_U': 47, 'A_and_M_to_A_and_A': 7, 'A_and_U_to_A_and_A': 33, 'M_and_A_to_M_and_M': 16}"
192,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 33, 'A_and_U_to_A_and_A': 47, 'M_and_A_to_M_and_M': 28, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 52}"
193,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 31, 'U_and_A_to_U_and_U': 41, 'A_and_U_to_A_and_A': 33, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 27}"
194,"{'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 37, 'U_and_M_to_U_and_U': 21, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 19, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 54}"
195,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 55, 'U_and_A_to_U_and_U': 21, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 58}"
196,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 43, 'U_and_A_to_U_and_U': 43}"
197,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 47, 'Polymerase_M_to_A': 41, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 34, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 31}"
198,"{'U_and_M_to_U_and_U': 12, 'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 56, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 37, 'M_and_A_to_M_and_M': 77, 'U_and_A_to_U_and_U': 11}"
199,"{'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 27, 'U_and_M_to_U_and_U': 20, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 25, 'M_and_A_to_M_and_M': 67}"
200,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 21, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 31, 'A_and_M_to_A_and_A': 12}"
201,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 61, 'A_and_U_to_A_and_A': 17, 'M_and_A_to_M_and_M': 66, 'U_and_A_to_U_and_U': 17, 'A_and_M_to_A_and_A': 27}"
202,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 22, 'U_and_A_to_U_and_U': 46}"
203,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 45, 'U_and_A_to_U_and_U': 29, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 23}"
